"","Name_of_Organisation","Type","Country","Divestment_Type","More_Info","Policy"
"1"," 'http://thechurchinmalta.org/en/'  Archdiocese of Malta","Faith-based Organization","Malta","Full","'https://docs.google.com/document/d/1Prs2wzSrmffgiW4B0E1cx42bvRJtzxjtJJCbxTAySUA/edit'",1
"2"," 'https://www.caissedesdepots.fr'  Caisse des dépôts et consignations","Pension Fund","France","Coal Only","'https://www.caissedesdepots.fr/sites/default/files/medias/cp_et_dp/cp_engagements_climat_2018.pdf'",1
"3"," 'https://350.org/' 350.org","NGO","USA","Fossil Free","",1
"4"," 'http://350.org.au/' 350.org Australia","NGO","Australia","Fossil Free","",1
"5"," 'https://www.ag2rlamondiale.fr/' AG2R la mondiale","For Profit Corporation","France","Coal Only","'https://www.ag2rlamondiale.fr/files/live/sites/portail/files/pdf/Investisseurs/Investisseur-Politique-charbon.pdf'",1
"6"," 'http://altis.unicatt.it/' ALTIS, Alta Scuola Impresa e Società dell'Università Cattolica del Sacro Cuore","Educational Institution","Italy","Full","'https://catholicclimatemovement.global/divest-and-reinvest/'",1
"7"," 'https://amecea.org/' AMECEA - Association of Member Episcopal Conferences in Eastern Africa","Faith-based Organization","Kenya","Full","'https://www.ncronline.org/news/environment/faith-pledges-push-global-fossil-fuel-divestments-over-11-trillion'",1
"8"," 'https://www.ampcapital.com/' AMP Capital Responsible Investment","For Profit Corporation","Australia","Coal and Tar Sands Only","'https://www.ampcapital.com/content/dam/capital/03-funds-files-only/aus-funds/responsible-investment-leaders/Responsible%20Investment%20Leaders%20-%20Platform%20(Class%20A)%20PDS_20171127.pdf'",1
"9"," 'https://www.ap1.se/en/' AP1","Pension Fund","Sweden","Coal and Tar Sands Only","'https://www.ipe.com/countries/sweden/ap1-divests-from-nuclear-weapons-tobacco-and-fossil-fuels/10029064.article'",1
"10"," 'http://www.ap2.se/en/about-ap2/' AP2","Pension Fund","Sweden","Partial","'http://www.ap2.se/en/news-reports/news/2016/andra-ap-fonden-avvecklar-agandet-i-ytterligare-19-fossilbolag/'",1
"11"," 'http://www.ap4.se/en/about-ap4/' AP4","Pension Fund","Sweden","Coal and Tar Sands Only","'https://www.ipe.com/countries/sweden/ap4-adds-nuclear-weapons-oil-sands-to-investment-blacklist/10029030.article'",1
"12"," 'http://apraamcos.com.au/' APRA/AMCOS","For Profit Corporation","Australia","Full","'http://themusic.com.au/news/all/2015/11/19/apra-amcos-joins-aussie-musos-in-backing-fossil-fuel-divestment/'",1
"13"," 'https://www.asrnl.com/' ASR Netherlands NV","For Profit Corporation","Netherlands","Coal and Tar Sands Only","'https://www.bloomberg.com/news/articles/2019-06-24/insurer-looks-at-ending-cover-for-gambling-arms-nuclear-power'",1
"14"," 'https://www.atp.dk/en' ATP","Pension Fund","Denmark","Partial","'https://uk.reuters.com/article/us-climate-change-atp-pensions/danish-pension-provider-atp-to-halt-fossil-fuel-investments-via-external-funds-idUKKBN1ZY2ND'",1
"15"," 'https://www.axa-im.com/en/' AXA I.M.","For Profit Corporation","France","Coal and Tar Sands Only","'https://www.axa-im.com/en/media-centre/-/news/axa-investment-managers-divests-from-companies-most-exposed-to-coal/maximized/R9Y2LxVHwWFf'",1
"16"," 'http://www.abdijnazareth.be/' Abdij OLV van Nazareth","Faith-based Organization","Belgium","Full","'https://www.theguardian.com/environment/2017/oct/03/catholic-church-to-make-record-divestment-from-fossil-fuels'",1
"17"," 'https://www.facebook.com/AbleFarms/' Able Farms","For Profit Corporation","USA","Full","",1
"18","Abracadabra Retirement Fund","Pension Fund","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"19","Abramowitz-Silverman Fund","Philanthropic Foundation","USA","Full","'http://divestinvest.org/philanthropy/signatories/#/signatories/ashden-trust'",1
"20","Acacia Inversion","Philanthropic Foundation","Tanzania","Coal Only","",1
"21"," 'http://www.accessstrategies.org/' Access Strategies Fund","Philanthropic Foundation","USA","Full","",1
"22"," 'http://www.aegon.com/' Aegon N.V.","For Profit Corporation","Netherlands","Coal Only","'http://www.aegon.com/en/Home/Investors/News-releases/2016/Aegon-strikes-coal-mining-off-its-investment-list-/'",1
"23"," 'http://www.aestus-inc.com/' Aestus Inc","For Profit Corporation","USA","Full","'From Divest Invest '",1
"24"," 'http://www.aefjn.org/' Africa Europe Faith and Justice Network","Faith-based Organization","Belgium","Full","'https://docs.google.com/spreadsheets/d/1ftIRg5MMZGCXJyOQd9pYJXJw80IZkutjDFCwaIXP_lo/edit#gid=0'",1
"25"," 'https://www.afrikindfoundation.org/' Afrikind International Foundation Inc","Philanthropic Foundation","USA","Full","",1
"26"," 'alingsas.se' Alingsås Government","Government","Sweden","Full","'https://www.alingsas.se/kommun-politik/alingsas-kommun-divesterar-ur-fossila-branslen'",1
"27"," 'https://allhallowsleeds.org' All Hallows Church, Leeds (Church of England)","Faith-based Organization","UK","Full","'https://allhallowsleeds.org/2019/04/23/all-hallows-divests/'",1
"28"," 'http://www.uugreenfield.org/' All Souls Unitarian Universalist Church","Faith-based Organization","USA","Full","'http://greeninggreenfield.org/green-heroes/534-nov-2014-hero'",1
"29","Alleycat Super Fund","Pension Fund","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"30"," 'https://www.allianz.com/' Allianz Group","For Profit Corporation","Germany","Partial","'http://af.reuters.com/article/energyOilNews/idAFL8N13I4MJ20151123'",1
"31"," 'https://www.abs.ch/' Alternative Bank Schweiz","For Profit Corporation","Switzerland","Full","'https://www.abs.ch/de/ueber-die-abs/das-abs-geschaeftsmodell/unsere-grundsaetze/toxische-produkte-und-emissionen-mit-hohem-schadenspotenzial/'",1
"32"," 'https://www.amalgamatedbank.com/' Amalgamated Bank","For Profit Corporation","USA","Fossil Free","'https://www.amalgamatedbank.com/amalgamated-bank-climate-risk-policy'",1
"33","Amanda's Super Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"34"," 'http://aeu.org/' American Ethical Union","Faith-based Organization","USA","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"35"," 'https://ajws.org/' American Jewish World Service","Faith-based Organization","US","Full","",1
"36"," 'www.apha.org' American Public Health Association","Healthcare Institution","USA","Full","'https://medium.com/@cop23voices/how-the-public-health-community-is-leading-on-climate-change-9ab6d9eed794'",1
"37"," 'https://www.amnesty.org/en/' Amnesty International","NGO","UK","Full","'https://www.amnesty.org/en/latest/news/2019/08/amnesty-international-to-divest-from-fossil-fuel-companies/'",1
"38"," 'http://about.amundi.com/' Amundi","For Profit Corporation","France","Coal Only","'https://drive.google.com/drive/u/0/folders/0B-va3no-oMaBRXdMdFBSV2JMRUU'",1
"39","Anderson Peters Super Fund","Pension Fund","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"40"," 'https://www.anglia.ac.uk/' Anglia Ruskin","Educational Institution","UK","Full","'https://twitter.com/aledjones_gsi/status/972077345128505344'",1
"41"," 'http://www.anglican.org.nz/' Anglican Church of Aotearoa","Faith-based Organization","New Zealand","Full","",1
"42"," 'http://anglicanchurch.org.za.winhost.wa.co.za/' Anglican Church of Southern Africa","Faith-based Organization","South Africa","","'&nbsp;'",1
"43"," 'http://www.auckanglican.org.nz/' Anglican Diocese of Auckland","Faith-based Organization","New Zealand","Full","",1
"44"," 'http://www.anglicancg.org.au/' Anglican Diocese of Canberra and Goulburn","Faith-based Organization","Australia","Full","'http://350.org.au/blog/canberra-diocese-joins-perth-anglicans-in-divesting-from-fossil-fuels/'",1
"45"," 'http://calledsouth.org.nz/' Anglican Diocese of Dunedin","Faith-based Organization","New Zealand","Full","'http://350.org.nz/files/2013/07/Five-Anglican-Church-Dioceses-lead-the-way-in-fossil-fuel-divestment.pdf'",1
"46"," 'http://www.melbourneanglican.org.au/' Anglican Diocese of Melbourne","Faith-based Organization","Australia","Full","'http://350.org.au/blog/melbourne-anglicans-to-divest-from-fossil-fuels/'",1
"47"," 'http://www.montreal.anglican.ca/' Anglican Diocese of Montreal","Faith-based Organization","Canada","Full","'http://350ottawa.org/anglican-diocese-of-montreal-passes-motion-to-divest/'",1
"48"," 'http://www.nspeidiocese.ca/' Anglican Diocese of Nova Scotia and PEI","Faith-based Organization","Canada","Full","'https://www.thecoast.ca/halifax/first-in-its-divest-class/Content?oid=10167449'",1
"49"," 'https://www.perth.anglican.org/' Anglican Diocese of Perth","Faith-based Organization","Australia","Full","'http://350.org.au/blog/perth-anglicans-to-divest-from-fossil-fuels/'",1
"50"," 'http://quebec.anglican.org/' Anglican Diocese of Quebec","Faith-based Organization","Canada","Fossil Free","'http://www.anglicanjournal.com/articles/diocese-of-quebec-divests-from-fossil-fuels-mining'",1
"51"," 'http://www.waiapu.com/' Anglican Diocese of Waiapu","Faith-based Organization","New Zealand","Full","",1
"52"," 'http://www.waikatotaranakianglican.org.nz/' Anglican Diocese of Waikato and Taranaki","Faith-based Organization","New Zealand","Full","",1
"53"," 'http://wn.anglican.org.nz/' Anglican Diocese of Wellington","Faith-based Organization","New Zealand","Full","",1
"54"," 'http://www.anglicannationalsuper.com.au/' Anglican National Super","Pension Fund","Australia","Partial","'http://350.org.au/blog/anglican-national-super-divests-from-fossil-fuels/'",1
"55"," 'http://www.ottawa.anglican.ca/' Anglican&nbsp;Diocese of Ottawa","Faith-based Organization","Canada","Full","'http://ottawacitizen.com/news/local-news/ottawa-area-anglicans-overwhelmingly-vote-to-sell-1m-in-oil-gas-stocks'",1
"56"," 'https://www.antioch.edu/' Antioch University","Educational Institution","USA","Full","'https://www.antioch.edu/blog/2020/03/12/antioch-university-endowment-to-go-fossil-fuel-free/'",1
"57"," 'http://www.arcafoundation.org' Arca Foundation","Philanthropic Foundation","USA","","'http://divestinvest.org/philanthropy/signatories/arca-foundation/'",1
"58"," 'http://adct.org.za/' Archdiocese of Cape Town","Faith-based Organization","South Africa","Full","'https://catholicclimatemovement.global/divest-and-reinvest/'",1
"59"," 'http://www.diocesipa.it/' Archdiocese of Palermo","Faith-based Organization","Italy","Fossil Free","'https://docs.google.com/spreadsheets/d/1ftIRg5MMZGCXJyOQd9pYJXJw80IZkutjDFCwaIXP_lo/edit#gid=0'",1
"60"," 'http://www.diocesisalerno.it/' Archdiocese of Salerno - Campagna - Acerno","Faith-based Organization","Italy","Full","",1
"61","Archdiocese of Semarang","Faith-based Organization","Indonesia","Full","'https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0'",1
"62"," 'http://www.archdioceseofsuva.org/' Archdiocese of Suva","Faith-based Organization","Fiji","Fossil Free","'https://docs.google.com/spreadsheets/d/1ftIRg5MMZGCXJyOQd9pYJXJw80IZkutjDFCwaIXP_lo/edit#gid=0'",1
"63"," 'http://www.arcidiocesi.vc.it/' Archdiocese of Vercelli","Faith-based Organization","Italy","Full","'https://docs.google.com/spreadsheets/d/1ftIRg5MMZGCXJyOQd9pYJXJw80IZkutjDFCwaIXP_lo/edit#gid=0'",1
"64"," 'http://www.ariafoundation.org/' Aria Foundation","Philanthropic Foundation","USA","Full","",1
"65","Arian Super Fund No 2","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"66","Armstrong Family Superannuation Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"67","Artist caring environementally/Artist Against Fracking","Faith-based Organization","Canada","Fossil Free","'https://docs.google.com/spreadsheets/d/1ftIRg5MMZGCXJyOQd9pYJXJw80IZkutjDFCwaIXP_lo/edit#gid=0'",1
"68"," 'https://www.facebook.com/alimenta.tambien.tu.alma/' Asociación ATTA","Faith-based Organization","Spain","Full","'https://www.ncronline.org/news/environment/faith-pledges-push-global-fossil-fuel-divestments-over-11-trillion'",1
"69","Asociación Civil Eco Raíces","Faith-based Organization","Argentina","Full","'https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0'",1
"70"," 'http://www.auscp.org/' Association of U.S. Catholic Priests","Faith-based Organization","US","Full","",1
"71","Aston University","Educational Institution","UK","Coal and Tar Sands Only","'https://peopleandplanet.org/university/129355#fossil-free-scorecard'",1
"72"," 'http://www.aucklandcouncil.govt.nz/EN/Pages/default.aspx' Auckland Council","Government","New Zeland","Full","'http://www.scoop.co.nz/stories/PO1704/S00119/auckland-council-pulls-funding-from-oil-gas-coal-companies.htm'",1
"73","Australia Institute","NGO","Australia","Full","'The Australia Institute, home of DivestInvest Australia, is proud to be fossil free. It was Australia Institute research that first revealed Australia had the highest per capita greenhouse gas emissions in the world and, as an independent public policy think tank, our research has continued to champion the transition away from fossil fuels towards a clean energy future. Divesting from fossil fuels makes sense economically, environmentally and ethically.” - John McKinnon, Chair of the Board, The Australia Institute'",1
"74"," 'https://www.science.org.au/' Australian Academy of Science","Cultural Institution","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"75"," 'http://www.act.gov.au/' Australian Capital Territory","Government","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"76"," 'http://www.communityfoundation.org.au/' Australian Communities Foundation","Philanthropic Foundation","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"77"," 'https://www.australianethical.com.au/' Australian Ethical","For Profit Corporation","Australia","Full","'http://www.smh.com.au/business/australian-ethical-and-hunter-hall-pledge-to-divest-fossil-fuels-20160410-go34wb.html'",1
"78"," 'http://www.agsc.org.au/' Australian Guild of Screen Composers","NGO","Australia","Full","",1
"79"," 'http://jesuit.org.au/' Australian Jesuit Province","Faith-based Organization","Australia","Full","'https://www.theguardian.com/environment/2017/oct/03/catholic-church-to-make-record-divestment-from-fossil-fuels'",1
"80"," 'http://www.anu.edu.au/' Australian National University","Educational Institution","Australia","Partial","'https://cecs.anu.edu.au/news/update-anu-socially-responsible-investment-policy'",1
"81"," 'http://www.arrcc.org.au/' Australian Religious Response to Climate Change (ARRCC)","Faith-based Organization","Australia","Full","",1
"82"," 'https://www.visionsuper.com.au/' Australian Vision Super Fund","Pension Fund","Australia","Full","'https://www.nestegg.com.au/superannuation/12602-vision-divests-of-fossil-fuels-despite-admitting-it-doesn-t-achieve-anything'",1
"83"," 'https://www.australiansuper.com/' AustralianSuper","Pension Fund","Australia","Partial","",1
"84"," 'https://www.avesco.de/' Avesco Financial Services AG","For Profit Corporation","Germany","Full","",1
"85","B &amp; G Superannuation Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"86"," 'https://group.bnpparibas/en/' BNP Paribas AM","For Profit Corporation","France","Coal Only","'https://www.ft.com/content/57d71893-5ae6-3a14-80ae-b82fdfbd1729'",1
"87"," 'https://www.bvk.ch/deu/default.shtml' BVK","Pension Fund","Switzerland","Coal Only","'https://www.bvk.ch/deu/news_artikel_349372.shtml'",1
"88"," 'https://fm.baden-wuerttemberg.de' Baden-Württemberg","Pension Fund","Germany","Partial","'https://fm.baden-wuerttemberg.de/de/service/presse-und-oeffentlichkeitsarbeit/pressemitteilung/pid/pensionsfonds-investieren-in-nachhaltige-aktienindizes/'",1
"89"," 'https://www.balallyparish.ie/' Balally parish","Faith-based Organization","Ireland","Full","",1
"90"," 'http://www.ballina.nsw.gov.au/' Ballina Shire Council","Government","Australia","Full","'http://350.org.au/news/ballina-shire-council-divests-from-fossil-fuels/'",1
"91"," 'https://www.bangor.ac.uk/index.php.en' Bangor University","Educational Institution","UK","Full","'https://www.bangor.ac.uk/sustainability/documents/Declaration-on-Fossil-Fuels.pdf'",1
"92"," 'https://www.jsafrasarasin.com/internet/com/' Bank J. Safra Sarasin","For Profit Corporation","Switzerland","Coal Only","'https://www.jsafrasarasin.ch/internet/ch/en/sustainable_investment_spotlight_coal_en.pdf'",1
"93"," 'https://www.bkc-paderborn.de/homepage.html' Bank für Kirche und Caritas","For Profit Corporation","Germany","Full","'https://catholicclimatemovement.global/divest-and-reinvest/'",1
"94"," 'www.bibessen.de' Bank im Bistum Essen eG","Faith-based Organization","Germany","Coal Only","",1
"95"," 'https://www.schelhammer.at/' Bankhaus Schelhammer &amp; Schattera","Faith-based Organization","Austria","Full","'https://docs.google.com/spreadsheets/d/1ftIRg5MMZGCXJyOQd9pYJXJw80IZkutjDFCwaIXP_lo/edit#gid=0'",1
"96","Banks Slipper Super Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"97","Banner Cross Methodist Church","Faith-based Organization","United Kingdom","Full","'https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0'",1
"98"," 'http://www.banyule.vic.gov.au' Banyule City Council","Government","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"99"," 'https://www.baptist.org.uk' Baptist Union of Great Britain","Faith-based Organization","UK","Coal and Tar Sands Only","'https://baptisttimes.co.uk/Articles/544355/Baptist_Union_Council.aspx'",1
"100"," 'http://barnegatquakers.org/' Barnegat Monthly Meeting","Faith-based Organization","USA","Full","'http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts'",1
"101","Barnett Super Wealthy Fund","Pension Fund","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"102","Barry Family Super Fund","Pension Fund","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"103"," 'http://www.basscoast.vic.gov.au/' Bass Coast Shire","Government","Australia","Full","'https://350.org.au/news/bass-coast-shire-to-shift-17m-from-coal-oil-and-gas/; http://www.basscoast.vic.gov.au/Council/NewsAndPublications/Annual_Reports'",1
